PROVIDER_ID,Std_Outcomes_Mortality_score,Std_Outcomes_Readmission_score,Std_Outcomes_Safety_score,Std_PatientExp_score,Std_Process_score,std_weight_PatientExperience,std_weight_Readmission,std_weight_Mortality,std_weight_safety,std_weight_Process,weight_PatientExperience,weight_Outcomes_Readmission,weight_Outcomes_Mortality,weight_Outcomes_Safety,weight_Process,summary_score,Outcomes_Mortality_cnt,Outcomes_safety_cnt,Outcomes_Readmission_cnt,Patient_Experience_cnt,Process_cnt,Total_measure_group_cnt,MortSafe_Group_cnt,report_indicator,total_grp,cnt_grp,star
010001,-0.647057623,0.2840811088,0.3120743928,-0.12783622,-1.024043733,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.162207683,7,8,11,8,10,5,2,1,5,3) # of groups=5,3
010005,-1.564103455,0.5603685418,-0.237843892,-0.16683798,-0.302741879,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.346180718,6,7,10,8,11,5,2,1,5,3) # of groups=5,2
010006,-1.694317663,-0.554988141,-0.089526158,-1.241107967,-0.179350227,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.809108811,7,7,9,8,11,5,2,1,5,3) # of groups=5,1
010011,-0.517348842,-0.624302069,0.4287695822,0.1342234691,-2.385054991,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.413511328,7,7,9,8,8,5,2,1,5,3) # of groups=5,2
010012,-0.524043734,0.1940758626,0.7640124901,-0.712774194,-0.335390443,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.10156736,4,4,8,8,9,5,2,1,5,3) # of groups=5,3
010016,0.5359681388,0.3266344393,0.2994155715,-0.716065932,-0.249843354,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0681282853,7,7,9,8,10,5,2,1,5,3) # of groups=5,4
010019,-1.517079462,-0.748037651,-1.619192086,0.4422214332,0.3457341638,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.715771209,4,7,9,8,9,5,2,1,5,3) # of groups=5,1
010023,-1.456991345,0.3566905474,-1.237311241,-0.227062578,-0.516960729,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.626263703,7,7,11,8,10,5,2,1,5,3) # of groups=5,2
010024,-1.02324749,0.5116562352,-1.937988895,-0.581246479,-0.769807324,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.759158737,7,7,11,8,10,5,2,1,5,3) # of groups=5,1
010029,-1.634548295,-0.367208667,-0.655721019,0.5775901691,-0.514047918,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.519261069,7,8,11,8,10,5,2,1,5,3) # of groups=5,2
010033,0.58067014,-0.605683407,-0.520755179,0.5500383977,-0.181856523,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.020883393,7,8,11,8,10,5,2,1,5,3) # of groups=5,3
010035,-0.756983771,-0.672946619,-0.006143378,-0.178616627,0.4764707345,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.298055399,5,7,8,8,11,5,2,1,5,3) # of groups=5,2
010036,-0.632671848,-0.177868184,0.8271947978,-0.46360658,-0.403727966,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.146776755,4,4,7,8,9,5,2,1,5,3) # of groups=5,3
010039,-0.932621165,-0.434990628,-0.440633583,0.0643286857,-1.087311795,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.514139087,7,8,11,8,11,5,2,1,5,3) # of groups=5,2
010040,-0.280340056,-0.302917159,0.3628508411,-0.700296519,-2.344534268,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.483898749,7,7,9,8,9,5,2,1,5,3) # of groups=5,2
010046,0.0100729654,-0.083720973,0.6150316799,-0.952904743,0.4055319034,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.041870807,6,7,8,8,8,5,2,1,5,3) # of groups=5,3
010049,-1.890050392,0.0989504553,-0.146802718,0.1535633773,-0.885587406,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.49882513,4,5,7,8,11,5,2,1,5,3) # of groups=5,2
010055,-2.067765015,-0.479564549,0.2283489686,0.1549698072,-1.530299366,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.659718297,7,8,9,8,10,5,2,1,5,3) # of groups=5,2
010056,0.4185203161,0.2665057572,0.5514249042,0.4585401288,-1.438919931,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2002276517,7,8,9,8,11,5,2,1,5,3) # of groups=5,4
010061,-0.936050572,0.301784081,-2.752925431,-1.310250022,-0.748111594,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-1.123210619,4,3,7,8,9,5,2,1,5,3) # of groups=5,1
010065,-0.763866005,1.0540945823,-1.532898771,0.6943748249,-0.129216025,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.136130904,4,3,9,8,9,5,2,1,5,3) # of groups=5,3
010078,-0.783370471,0.090937295,-0.229981121,-1.076821683,-1.454055387,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.614318562,6,7,10,8,11,5,2,1,5,3) # of groups=5,2
010079,-0.382589153,0.4486029369,0.7563788162,0.895505518,-0.683624092,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.295902695,4,7,7,8,11,5,2,1,5,3) # of groups=5,4
010083,-0.027539956,0.5437745424,0.4416685049,0.9644506079,-0.617657901,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3487988657,6,6,8,8,10,5,2,1,5,3) # of groups=5,4
010085,-0.855668935,-0.517571306,0.3788843903,-0.089055085,-0.651378041,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.316515771,6,7,8,8,11,5,2,1,5,3) # of groups=5,2
010087,-0.155770342,-0.507600512,0.0676041643,-0.161138701,-1.093258357,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.297710189,4,6,7,8,7,5,2,1,5,3) # of groups=5,2
010089,-1.566343086,-0.930858359,-0.455466601,-0.874444584,0.509326551,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.780845592,4,7,7,8,10,5,2,1,5,3) # of groups=5,1
010090,-1.28581565,0.0239955669,0.7360975374,-0.247808916,-0.371395356,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.214744364,7,8,9,8,9,5,2,1,5,3) # of groups=5,3
010092,-1.092691842,-0.218767136,-0.036888027,-1.464791839,-1.153430417,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.757302196,7,8,11,8,10,5,2,1,5,3) # of groups=5,1
010100,-0.217207893,0.6816026147,-0.647584822,0.4034402974,-0.08330007,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.038459035,7,7,9,8,10,5,2,1,5,3) # of groups=5,4
010103,-0.268845528,0.1278116549,0.2931847578,-0.023828331,-0.247450485,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.001463096,7,7,9,8,9,5,2,1,5,3) # of groups=5,3
010104,-0.609965389,-0.451307295,0.281439167,-0.164025121,-0.774711737,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.300614309,7,8,11,8,10,5,2,1,5,3) # of groups=5,2
010108,1.4276165967,0.2980010217,-2.351332842,1.1268001652,-0.867275194,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.006165664,4,4,5,8,8,5,2,1,5,3) # of groups=5,3
010113,-1.16338172,-0.264821792,-0.114344366,-0.226365454,-0.355494478,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.43182027,7,8,11,8,9,5,2,1,5,3) # of groups=5,2
010114,0.2056149056,-1.308616386,-0.386309063,-0.445751569,-0.317495762,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.463813156,4,6,6,8,10,5,2,1,5,3) # of groups=5,2
010118,-0.571712501,-1.075606915,1.085588571,-1.180100503,-0.546671517,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.448803478,4,3,5,8,9,5,2,1,5,3) # of groups=5,2
010130,-0.948322122,-0.276057046,-0.172180256,0.3105355987,-0.73927988,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.327638827,4,4,5,8,7,5,2,1,5,3) # of groups=5,2
010131,-0.510625448,0.893694527,0.2217786325,-0.453232459,-1.01902959,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.088928195,6,8,8,8,10,5,2,1,5,3) # of groups=5,3
010139,-0.638114921,-1.263870995,0.1990957923,-0.306634359,-0.181461925,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.463870817,7,8,9,8,9,5,2,1,5,3) # of groups=5,2
010144,-0.075560064,-1.156486273,0.2492962478,-0.304845474,-0.637015397,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.359712871,7,8,9,8,9,5,2,1,5,3) # of groups=5,2
010149,-1.000277679,0.5708335018,-0.239717467,0.0711124515,-0.982723271,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.249497615,4,7,6,8,10,5,2,1,5,3) # of groups=5,3
01014F,2.036643433,-1.139185567,-0.962355925,0.1633258003,0.0064461456,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0224276405,5,4,6,8,6,5,2,1,5,3) # of groups=5,3
010164,0.0253863151,-0.729913096,1.2451719959,-0.453232459,-0.343579973,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.02199879,4,6,9,8,12,5,2,1,5,3) # of groups=5,3
020001,-0.023540838,-0.516329311,-1.08031934,-0.288070042,-0.572475747,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.488514186,7,8,11,8,9,5,2,1,5,3) # of groups=5,2
020006,-0.728998497,0.0394517956,-0.501004036,-0.26333113,-0.200103362,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.343866414,6,7,10,8,10,5,2,1,5,3) # of groups=5,2
020008,0.2118253817,-0.224100273,-0.248806377,0.7563883076,0.4544444076,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1635008774,4,3,9,8,9,5,2,1,5,3) # of groups=5,4
020012,-1.656692366,1.484263939,-0.467070927,0.9870037868,-0.668591201,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.003779969,5,5,10,8,11,5,2,1,5,3) # of groups=5,3
020017,-0.046423141,-0.225967086,0.1231811656,0.1535633773,0.0141451992,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0026553735,7,7,9,8,8,5,2,1,5,3) # of groups=5,3
020024,-0.956840778,0.1576852378,-2.729750998,0.5493412737,-0.806947038,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.752338003,4,4,9,8,10,5,2,1,5,3) # of groups=5,1
020026,-0.42964809,0.5161908453,-0.027537172,-0.544977927,1.0146504917,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0148441435,6,7,8,8,7,5,2,1,5,3) # of groups=5,3
030002,-0.323494674,0.3045057405,-0.116813802,-0.467195031,-0.805093851,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.229270771,7,8,10,8,9,5,2,1,5,3) # of groups=5,3
030006,-0.145424907,0.2116208902,0.6347254582,-0.910962142,0.1085850454,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.033178749,7,8,11,8,9,5,2,1,5,3) # of groups=5,3
030007,-0.019312085,1.5573752962,0.2982861512,-0.650758807,-0.231292036,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2330748778,5,5,10,8,11,5,2,1,5,3) # of groups=5,4
030010,-0.933656914,-0.118893634,0.1563964561,-1.177287643,-0.651446527,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.534330765,7,7,9,8,9,5,2,1,5,3) # of groups=5,2
030011,-0.457388686,0.5060306983,0.8503996278,-1.323885744,-0.794947261,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.188859374,6,7,10,8,9,5,2,1,5,3) # of groups=5,3
030012,0.0766782392,0.2264708344,-1.231978425,-0.938640088,-0.888685539,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.517485541,7,7,11,8,12,5,2,1,5,3) # of groups=5,2
030013,-0.948905651,0.3680512471,-0.146512734,-1.47726761,-1.096203983,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.616564122,7,8,11,8,11,5,2,1,5,3) # of groups=5,2
030014,0.1447128037,0.247304084,-0.252757289,-0.391218976,-1.216779477,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.2014446,7,8,11,8,9,5,2,1,5,3) # of groups=5,3
030016,-0.257969919,-0.892229949,-0.083954494,-1.302442281,-0.392990447,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.605210115,5,7,8,8,10,5,2,1,5,3) # of groups=5,2
030023,-0.466165569,0.1077991367,0.4419990386,-0.08585977,-0.452259556,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.054761123,7,7,9,8,10,5,2,1,5,3) # of groups=5,3
030024,0.5039420795,0.7859818525,0.1321866605,-0.310623221,-1.99899849,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.004647403,7,7,10,8,11,5,2,1,5,3) # of groups=5,3
030030,0.121795255,0.3006408978,-0.689196659,-2.50346873,0.1104758342,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.596193332,6,5,7,8,7,5,2,1,5,3) # of groups=5,2
030036,0.4871341203,0.3337589054,-0.658415789,0.2747291534,0.613394008,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1697926868,7,8,11,8,10,5,2,1,5,3) # of groups=5,4
030038,-0.296241624,-0.624010407,0.2456355818,-0.105199678,0.146401586,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.153991358,6,7,8,8,9,5,2,1,5,3) # of groups=5,3
030043,0.9163688112,-0.318373234,-0.037568454,-0.858675171,0.305790769,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.028919678,6,5,8,8,9,5,2,1,5,3) # of groups=5,3
030055,0.0963131246,0.012848924,0.3281305792,-0.926083945,-0.558097806,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.174505826,7,6,11,8,11,5,2,1,5,3) # of groups=5,3
030061,-0.021923137,-0.594352071,0.5865120413,-1.230981045,-0.148810921,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.295221037,7,7,9,8,8,5,2,1,5,3) # of groups=5,3
030062,0.3982551076,1.7438504652,0.7153101529,-0.487712126,-0.788408004,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4267258314,5,6,10,8,11,5,2,1,5,3) # of groups=5,5
030064,-0.328850849,0.1394600056,0.2064651674,-0.755396351,-0.631778998,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.238244326,7,7,10,8,10,5,2,1,5,3) # of groups=5,3
030065,-0.222913233,0.4245511282,-0.383259575,-1.389888088,-0.18989498,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.368519547,7,8,9,8,8,5,2,1,5,3) # of groups=5,2
030069,0.3489406188,0.3161776758,-0.14273378,-1.959086787,-1.130733065,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.451762468,7,6,11,8,11,5,2,1,5,3) # of groups=5,2
030083,-0.952111013,-1.545494312,0.2847111405,-1.555050505,0.3931416408,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.781770835,5,6,7,8,8,5,2,1,5,3) # of groups=5,1
030085,-1.503170149,0.4348025115,-0.543812433,-1.401668639,-1.13924781,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.799756453,7,8,11,8,10,5,2,1,5,3) # of groups=5,1
030087,0.616192382,-0.790636704,0.3890273468,-0.169020002,-0.21754575,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.016081625,7,8,11,8,10,5,2,1,5,3) # of groups=5,3
030088,-1.323545509,0.9192794483,0.0175623792,-1.391294518,-0.406674011,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.439960485,5,8,7,8,10,5,2,1,5,3) # of groups=5,2
030089,0.5214140291,0.253591677,0.2841120238,-1.243289988,-0.539009014,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.105198978,7,8,11,8,9,5,2,1,5,3) # of groups=5,3
030092,-0.494951962,0.4462690512,-0.010084429,-0.924677515,-0.622192059,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.291020915,7,7,9,8,9,5,2,1,5,3) # of groups=5,3
030093,0.3545457118,0.2164862114,0.5815767156,-1.400262209,-0.053283131,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.060877761,6,8,10,8,9,5,2,1,5,3) # of groups=5,3
030094,-0.022015814,0.2088376913,1.0995190856,-1.486235301,-0.15038911,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.062023448,7,7,9,8,10,5,2,1,5,3) # of groups=5,3
030101,-0.903674317,-0.588676977,-0.386195479,-2.121436344,-0.270679165,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.912477785,5,6,7,8,10,5,2,1,5,3) # of groups=5,1
030103,2.3454179393,0.9992147964,0.6931802417,1.9057079818,-0.562681413,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,1.2400528414,7,7,11,8,9,5,2,1,5,3) # of groups=5,5
030110,-1.344814654,-0.262413726,1.303743748,-2.116059008,-0.373514925,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.577121392,6,7,8,8,9,5,2,1,5,3) # of groups=5,2
030111,0.3147934719,1.1041074242,0.5129517084,-1.332156311,-0.27434432,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0990118662,4,5,7,8,7,5,2,1,5,3) # of groups=5,4
030114,-0.419554046,0.3943986527,0.6547724744,-0.946120977,-0.59015811,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.14044983,5,5,8,8,10,5,2,1,5,3) # of groups=5,3
030115,0.251226618,0.0647036455,-0.374546771,-1.002460411,-0.721286061,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.319991249,7,8,9,8,9,5,2,1,5,3) # of groups=5,2
030117,-1.985303137,-0.89981383,0.5652181946,-0.717070047,-1.143844917,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.80539453,4,4,8,8,10,5,2,1,5,3) # of groups=5,1
030119,-0.143947658,0.841248376,0.3288683167,-0.16005231,-0.007948772,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1895918269,6,8,8,8,10,5,2,1,5,3) # of groups=5,4
030121,0.1069038111,-0.129819408,-1.674272957,-1.401668639,-1.773846172,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.894610123,7,7,9,8,9,5,2,1,5,3) # of groups=5,1
030122,0.5566573494,0.4906707177,-1.003488013,-0.08585977,-0.597180094,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.080905949,5,7,8,8,9,5,2,1,5,3) # of groups=5,3
030123,1.4794104607,-0.460470526,-0.180374067,0.7002088972,0.5846348678,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4086866325,6,7,8,8,8,5,2,1,5,3) # of groups=5,5
03012F,1.9878956637,-0.529993964,-0.092727256,0.3758903334,-0.735054144,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2948277537,5,4,6,8,6,5,2,1,5,3) # of groups=5,4
030130,-0.089112921,-0.348060185,-0.700606827,-0.295877783,-0.521174512,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.377945639,3,5,6,8,10,5,2,1,5,3) # of groups=5,2
03013F,1.3009995305,-2.512460592,-0.03651719,0.5224903377,0.0916659947,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.148607422,5,4,6,8,5,5,2,1,5,3) # of groups=5,3
040002,-0.148284296,-0.054148192,0.4195488793,0.653966635,-0.377796337,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1463027053,3,3,7,8,9,5,2,1,5,3) # of groups=5,4
040004,-0.905510508,0.7707673323,0.8801989491,-0.529608925,0.3741288089,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0923817637,7,8,11,8,11,5,2,1,5,3) # of groups=5,4
040007,-0.262831687,-0.758743586,0.0284757569,-0.764364042,-0.632122444,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.462496676,7,7,11,8,8,5,2,1,5,3) # of groups=5,2
040010,0.3661839822,1.1783021592,-0.480221186,0.3181765118,0.6512040016,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.382281603,7,8,9,8,11,5,2,1,5,3) # of groups=5,4
040014,-1.150029033,-0.629865989,-0.15042999,-0.227062578,-0.395314531,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.522063014,6,8,10,8,11,5,2,1,5,3) # of groups=5,2
040016,-0.494255304,-0.232340987,-0.579507501,-0.083756216,-0.551078181,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.371898583,6,8,10,8,10,5,2,1,5,3) # of groups=5,2
040017,-0.596671322,0.0551888272,0.8754189581,-0.949316292,-0.502387997,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.195670122,4,3,9,8,10,5,2,1,5,3) # of groups=5,3
040020,-1.73636641,-1.239416927,-0.961826113,-0.171832861,0.3577146446,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.861151551,7,7,11,8,11,5,2,1,5,3) # of groups=5,1
040022,-1.01698542,0.5636630404,-0.738098145,-0.171832861,-0.207015341,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.324757586,7,8,9,8,10,5,2,1,5,3) # of groups=5,2
040026,0.5169278899,-0.040880432,0.9300943386,-0.069793644,-0.079049482,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2845106557,7,7,11,8,11,5,2,1,5,3) # of groups=5,4
040027,-1.962527761,0.3503209256,-0.709150541,0.584373935,-1.18480035,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.524312399,7,7,11,8,11,5,2,1,5,3) # of groups=5,2
040029,-1.731145828,-0.092704248,0.283892002,0.2184076758,0.0661754411,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.282800035,6,8,10,8,11,5,2,1,5,3) # of groups=5,3
040036,-2.004706194,-0.970416247,-0.64598195,-1.259041445,-0.502685001,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-1.133954284,7,7,11,8,11,5,2,1,5,3) # of groups=5,1
040039,-2.318012574,-2.451686874,-0.167196864,-1.424203862,0.4681382415,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-1.343265449,5,3,6,8,11,5,2,1,5,3) # of groups=5,1
040041,-1.179180164,0.5424223956,-0.625683306,-0.7382187,-0.353874672,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.482610111,6,5,8,8,11,5,2,1,5,3) # of groups=5,2
040055,0.0410269801,0.0981830809,-2.412028574,-1.243289988,-0.321258657,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.812094909,7,7,11,8,10,5,2,1,5,3) # of groups=5,1
040062,0.1569178433,-0.058549007,-0.011473492,-0.248209327,0.1649054144,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.015700427,7,8,11,8,11,5,2,1,5,3) # of groups=5,3
040071,-0.737504748,-1.179742665,-0.548410349,-0.383337676,-0.35045425,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.668833506,6,7,10,8,11,5,2,1,5,3) # of groups=5,2
040078,-1.504393355,-1.916773197,-0.73167205,-1.564018197,-0.761608657,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-1.349101535,7,7,9,8,10,5,2,1,5,3) # of groups=5,1
040084,0.057179874,-0.163890107,0.6513232907,-0.61627914,-1.278858226,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.169229525,5,6,8,8,11,5,2,1,5,3) # of groups=5,3
040088,-0.845698413,0.9099973526,0.1160407963,-0.26333113,-0.499844102,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.078239399,5,4,8,8,11,5,2,1,5,3) # of groups=5,3
04010F,1.5537798489,-1.389091916,0.5462355728,-0.325992223,-0.047525428,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.078981831,5,4,6,8,6,5,2,1,5,3) # of groups=5,4
040114,-1.013872344,0.0868666124,-0.468942656,-0.469001872,-0.047101222,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.415941204,7,8,9,8,11,5,2,1,5,3) # of groups=5,2
040118,-0.1140103,-1.639865345,0.1389258755,0.5144791515,0.1199511194,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.227709401,7,7,11,8,11,5,2,1,5,3) # of groups=5,3
040119,-1.624329623,0.1410090949,-0.847362633,-0.304845474,0.8415817818,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.478826486,6,7,10,8,12,5,2,1,5,3) # of groups=5,2
040134,0.4547970383,-0.421442813,0.6368918406,1.5665963701,-0.212925548,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4665542701,7,5,8,8,6,5,2,1,5,3) # of groups=5,5
040137,0.5168326926,0.270866377,-0.151343426,-0.332775989,-1.16950025,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.073552506,6,4,6,8,7,5,2,1,5,3) # of groups=5,3
