PROVIDER_ID,Std_Outcomes_Mortality_score,Std_Outcomes_Readmission_score,Std_Outcomes_Safety_score,Std_PatientExp_score,Std_Process_score,std_weight_PatientExperience,std_weight_Readmission,std_weight_Mortality,std_weight_safety,std_weight_Process,weight_PatientExperience,weight_Outcomes_Readmission,weight_Outcomes_Mortality,weight_Outcomes_Safety,weight_Process,summary_score,Outcomes_Mortality_cnt,Outcomes_safety_cnt,Outcomes_Readmission_cnt,Patient_Experience_cnt,Process_cnt,Total_measure_group_cnt,MortSafe_Group_cnt,report_indicator,total_grp,cnt_grp,star
140135,-0.304786465,0.5494641193,-0.556418611,-0.31162924,-1.042311427,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.262218814,6,7,10,8,11,5,2,1,5,3) # of groups=5,3
140143,0.0502650517,0.2190665503,-0.902978025,1.2898468465,0.195708268,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1678490854,3,3,7,8,11,5,2,1,5,3) # of groups=5,4
140148,-0.294555898,-1.067298959,0.1544684255,-0.513857468,-0.371957015,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.4233085,7,8,11,8,10,5,2,1,5,3) # of groups=5,2
140150,0.8542235825,-1.564346165,-1.262730578,-0.574462713,-0.845907398,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.66191838,6,8,10,8,10,5,2,1,5,3) # of groups=5,2
140155,0.2685966342,0.7471992401,0.5081773872,-0.389412135,0.1682443033,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2697927641,5,5,10,8,9,5,2,1,5,3) # of groups=5,4
140160,0.1401571444,-0.703677703,0.7249613844,0.3725490814,0.1115469413,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1308634126,5,7,10,8,12,5,2,1,5,3) # of groups=5,4
140161,-1.203355251,0.3170832798,-1.712468774,0.2223785819,0.5413308157,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.457839978,4,3,7,8,10,5,2,1,5,3) # of groups=5,2
140162,-0.402182339,-0.919063406,-0.714368963,-0.391218976,0.1466331025,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.516307438,7,7,8,8,9,5,2,1,5,3) # of groups=5,2
140164,-0.477660349,-0.79153557,0.0724373594,-0.418896922,0.6006674366,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.283364114,7,7,11,8,10,5,2,1,5,3) # of groups=5,3
140166,-0.300075334,0.1154026423,-1.013538366,-0.762877241,-0.51457837,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.49318883,6,7,10,8,11,5,2,1,5,3) # of groups=5,2
140172,-0.305505972,-1.793160836,-0.530520385,-1.408452405,-0.542418494,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.953370931,7,7,10,8,11,5,2,1,5,3) # of groups=5,1
140174,0.2465009787,0.3243944541,0.7056888692,0.199128279,0.8078309955,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4215964873,6,7,9,8,8,5,2,1,5,3) # of groups=5,5
140179,1.2223727695,-1.283732296,0.0631809078,-0.727844579,-1.27168037,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.312326748,6,7,10,8,10,5,2,1,5,3) # of groups=5,2
140180,2.2910268566,-1.740897247,0.1416946534,-0.531015355,-0.123572901,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0205492117,5,7,10,8,10,5,2,1,5,3) # of groups=5,3
140182,0.6534037996,-0.088326301,-0.367278518,0.3525120492,0.361056694,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1643952299,6,8,10,8,9,5,2,1,5,3) # of groups=5,4
140184,0.3080801269,0.0146331355,-0.691225517,-0.805627475,-0.794721195,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.353677284,6,4,8,8,9,5,2,1,5,3) # of groups=5,2
140185,0.0486426921,-0.764674437,-0.911200119,0.7006093081,0.3496920536,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.161893916,7,8,11,8,11,5,2,1,5,3) # of groups=5,3
140186,1.5765389442,0.1407466231,0.3898972505,-0.313436081,0.2518250698,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4248432906,7,7,11,8,11,5,2,1,5,3) # of groups=5,5
140187,0.6706426863,-0.358609339,0.3081563826,0.7626227908,-0.176712532,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2830132507,7,7,11,8,11,5,2,1,5,3) # of groups=5,4
140189,-0.932318896,-2.108747918,-1.98082272,0.7331380047,0.2386635421,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.914885712,6,7,10,8,12,5,2,1,5,3) # of groups=5,1
140191,1.1155284718,-1.037803009,-0.809858093,-2.274110809,-0.247179158,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.691035056,6,7,10,8,11,5,2,1,5,3) # of groups=5,2
140200,1.1707246149,0.6144498273,0.5108300239,0.3457282833,0.3651879397,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.6250037576,7,8,11,8,11,5,2,1,5,3) # of groups=5,5
140202,1.1120462228,-0.049938373,-1.016787811,-0.009483304,-0.091900418,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.003143968,7,7,9,8,11,5,2,1,5,3) # of groups=5,3
140206,0.7024818862,-1.508448572,1.0404961186,-2.014698959,0.1999568661,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.367642472,3,5,5,8,8,5,2,1,5,3) # of groups=5,2
140208,1.063764164,-1.104436611,-0.86976872,-0.467195031,-0.250110221,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.33309319,7,8,11,8,10,5,2,1,5,3) # of groups=5,2
140209,0.012681118,-0.514625386,-0.063569952,0.0539366086,-0.7845855,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.206697334,7,8,9,8,9,5,2,1,5,3) # of groups=5,3
140211,1.0300445368,0.526645756,0.7219831337,0.6830510102,0.155886491,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.670285755,6,7,10,8,11,5,2,1,5,3) # of groups=5,5
140213,0.961947926,0.3287425086,0.6414417815,0.3525120492,-0.378929442,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4571502054,7,8,9,8,11,5,2,1,5,3) # of groups=5,5
140217,-0.640242638,-0.837253095,-0.316979902,-1.14687649,0.4562076366,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.592352551,5,4,8,8,8,5,2,1,5,3) # of groups=5,2
140223,1.8977839212,1.4103253429,0.4986726395,-0.327398653,0.4203073005,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.8159011912,7,8,11,8,10,5,2,1,5,3) # of groups=5,5
140224,1.2270817175,0.4531720416,-0.429141009,-0.16683798,0.3025617567,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2748478601,5,7,8,8,10,5,2,1,5,3) # of groups=5,4
140228,-0.841162619,0.2945485309,0.1215687414,-0.613793131,-0.512153662,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.290002905,7,7,11,8,9,5,2,1,5,3) # of groups=5,3
140231,1.8727371669,0.9831449653,0.2649726264,0.2589776963,0.2362087244,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.771908187,7,8,11,8,10,5,2,1,5,3) # of groups=5,5
140233,-1.656977234,-1.106549599,0.0550717414,-0.686581146,-0.063956363,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.754582736,7,7,11,8,10,5,2,1,5,3) # of groups=5,1
140234,0.2272038522,1.2833174373,-1.01357428,0.0317838406,0.7197185051,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2026870077,4,3,9,8,11,5,2,1,5,3) # of groups=5,4
140239,-0.182239961,0.6173057176,0.3107512537,-0.318430962,-0.695239965,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.010596135,7,7,11,8,11,5,2,1,5,3) # of groups=5,3
140242,0.3881969889,1.1643620958,0.9356533638,0.3739734672,-0.078254911,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.6202903122,7,8,11,8,10,5,2,1,5,3) # of groups=5,5
140251,0.7081226334,-2.006469491,-0.610192559,-2.645071949,-0.864514933,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-1.105536293,5,6,7,8,9,5,2,1,5,3) # of groups=5,1
140252,0.9759298385,-0.312382471,0.6682038472,-0.091237106,0.2830561474,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3068798416,7,8,11,8,10,5,2,1,5,3) # of groups=5,4
140258,1.5906639944,0.3914903029,1.0877365581,-0.313436081,0.2881295847,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.6409956006,7,8,11,8,10,5,2,1,5,3) # of groups=5,5
140275,-0.713872771,-0.202991353,-1.091887476,-0.932158405,0.306329014,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.610240719,4,5,10,8,9,5,2,1,5,3) # of groups=5,2
140276,0.9375027812,-0.068193135,-0.255451045,-0.686581146,-0.895141337,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.123415921,7,8,11,8,10,5,2,1,5,3) # of groups=5,3
140280,-1.357411977,-0.586889207,0.565707882,-0.833179246,-0.299048575,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.52247579,7,8,11,8,9,5,2,1,5,3) # of groups=5,2
140281,2.1674113864,0.5132838429,0.1541425577,0.707010619,-1.410543449,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.6099414354,7,8,11,8,10,5,2,1,5,3) # of groups=5,5
140286,0.417098494,0.0196808304,1.2471158356,0.3525120492,0.6444146475,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.5253393437,5,7,10,8,10,5,2,1,5,3) # of groups=5,5
140288,1.4134883709,-1.248734152,-0.310002992,0.1488953473,0.2743982894,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.033730041,7,8,9,8,11,5,2,1,5,3) # of groups=5,3
140289,-1.144146295,0.2909069938,0.4827342695,0.6228264124,0.1003403927,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0675515508,5,8,10,8,10,5,2,1,5,3) # of groups=5,4
140290,1.1237428667,-0.132920814,-0.22043821,-0.313436081,0.0326770816,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1044497575,6,8,10,8,11,5,2,1,5,3) # of groups=5,4
140291,2.0369491963,0.3240474282,0.8035345339,0.3897249243,0.573622673,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.8507710589,7,8,11,8,11,5,2,1,5,3) # of groups=5,5
140292,-0.088710312,-0.20021393,1.1030087036,-0.397620287,0.390771756,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1385147292,5,5,7,8,8,5,2,1,5,3) # of groups=5,4
140304,0.9759722708,0.1571477622,0.2425893358,-0.927490375,0.2894242903,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1333390935,5,5,9,8,10,5,2,1,5,3) # of groups=5,4
14034F,2.7424790045,-1.578508569,0.371462344,0.4571336989,0.7494778558,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.5283019681,3,3,5,8,5,5,2,1,5,3) # of groups=5,5
150001,-0.806259474,0.9039872236,0.4867046084,0.8472074084,0.409080055,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3640503552,4,3,7,8,12,5,2,1,5,3) # of groups=5,4
150002,0.6601588202,-1.49231015,0.2131451146,-1.32318862,0.0019084777,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.427053846,6,7,8,8,11,5,2,1,5,3) # of groups=5,2
150004,0.5561277229,-2.05805828,-1.475228058,-0.756105657,1.0112116375,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.699972743,5,4,8,8,8,5,2,1,5,3) # of groups=5,2
150005,-0.033878693,1.5476578173,0.101041941,1.0109633956,0.7820913194,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.6715235397,6,8,10,8,12,5,2,1,5,3) # of groups=5,5
150006,-1.03231989,-0.795875233,-0.076261802,-0.0872662,0.0755834296,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.429109076,6,6,10,8,10,5,2,1,5,3) # of groups=5,2
150007,-1.017246736,0.184247069,0.4845723496,0.2113092409,-0.002862866,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.030509521,5,7,10,8,11,5,2,1,5,3) # of groups=5,3
150008,1.1642286262,-0.138822839,0.0170237714,0.0564405734,0.6324043956,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3176399564,6,6,9,8,9,5,2,1,5,3) # of groups=5,4
150009,0.0770984997,-0.02250968,-0.279372342,-1.486235301,-0.695118155,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.45983832,6,8,8,8,10,5,2,1,5,3) # of groups=5,2
150010,-1.238079202,0.3756034158,-0.406870305,0.0943627544,-0.444364804,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.311820111,5,5,10,8,11,5,2,1,5,3) # of groups=5,2
150011,-1.164641185,0.540612147,-0.293007527,-0.650758807,0.2437149564,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.315669187,5,4,10,8,12,5,2,1,5,3) # of groups=5,2
150012,0.5230454644,0.6826851691,0.646735645,-1.009941301,-0.58954014,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1146106783,7,7,11,8,10,5,2,1,5,3) # of groups=5,4
150015,0.0095690749,0.1689601124,-0.333555721,0.4302949449,0.3756448641,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1056364342,6,7,10,8,11,5,2,1,5,3) # of groups=5,4
150017,-0.974299179,0.2313426461,0.0962256555,-1.243289988,-0.471057917,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.47233154,7,6,8,8,10,5,2,1,5,3) # of groups=5,2
150018,-0.228643403,0.9035834519,-0.431416233,-0.3919161,-0.406860746,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.081469592,7,8,11,8,11,5,2,1,5,3) # of groups=5,3
150021,-0.010498815,-0.472316671,0.2815324727,0.2341591328,0.1697979195,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0276084967,7,8,11,8,11,5,2,1,5,3) # of groups=5,3
150023,-0.482575271,0.132776492,0.4212180274,0.226678243,0.1221074174,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0802343382,7,8,11,8,11,5,2,1,5,3) # of groups=5,4
150024,0.6751438147,0.204756739,-0.123233423,-0.092643536,-0.231429274,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.118313678,6,6,9,8,10,5,2,1,5,3) # of groups=5,4
150026,-1.09950453,1.0229466425,0.3908897479,0.4213272537,0.1228581236,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1765879799,6,8,10,8,10,5,2,1,5,3) # of groups=5,4
150030,0.1026242219,1.522452912,-0.753971092,1.2733982655,-0.726933449,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3845589338,3,4,7,8,11,5,2,1,5,3) # of groups=5,4
150034,0.300341162,-1.474236708,0.2464912584,0.8454005676,0.3460449166,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0234845716,7,8,11,8,11,5,2,1,5,3) # of groups=5,3
150035,-0.362944437,-0.762459374,-0.272643275,-1.323885744,-0.3350185,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.639027442,7,8,11,8,11,5,2,1,5,3) # of groups=5,2
150037,-1.754758861,0.7913377655,0.2429971355,0.9195950122,-0.416125003,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.006117369,4,3,10,8,10,5,2,1,5,3) # of groups=5,3
15003F,1.8955940087,0.6748728702,-0.155643337,0.5450435166,-0.362823488,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.6076319344,5,4,6,8,6,5,2,1,5,3) # of groups=5,5
150042,-0.807339454,-0.551726173,-0.724903701,0.226678243,0.1828266035,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.386664846,6,7,10,8,11,5,2,1,5,3) # of groups=5,2
150044,-0.018222378,0.331614445,-0.531393373,-0.153268544,0.4921121895,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.022625904,7,7,9,8,11,5,2,1,5,3) # of groups=5,3
150046,-0.523536119,-0.388772757,0.9105785637,-0.863343201,0.0514562653,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.184141421,6,6,11,8,8,5,2,1,5,3) # of groups=5,3
150048,-0.00942793,-1.296440937,0.6983017739,0.1689323795,-0.187414299,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.118989353,7,8,11,8,11,5,2,1,5,3) # of groups=5,3
150051,-0.754648536,0.9134418647,0.9162171425,-0.306652315,-0.843289592,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0678440433,7,8,11,8,11,5,2,1,5,3) # of groups=5,4
150056,0.0586385957,-1.177456696,0.0194144447,-0.524231589,-1.555408584,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.543848784,7,8,11,8,11,5,2,1,5,3) # of groups=5,2
150057,0.0037859425,0.813082265,-0.023580359,0.9092208911,-0.020168836,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3721316624,3,6,7,8,12,5,2,1,5,3) # of groups=5,4
150058,-0.658181912,0.0494123653,-0.190318258,0.4991101494,-0.467572015,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.122103726,7,8,11,8,9,5,2,1,5,3) # of groups=5,3
150059,-1.692320679,0.1068586423,-1.230687692,0.2403936161,0.0171085919,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.564613314,6,5,10,8,10,5,2,1,5,3) # of groups=5,2
150065,-0.991104306,1.5278205258,-0.542574877,1.9050108578,0.2984524883,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4536277828,4,4,9,8,12,5,2,1,5,3) # of groups=5,5
150069,-1.706012024,-1.065582217,-0.035259854,1.1266702798,0.2470829592,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.339990484,4,4,9,8,6,5,2,1,5,3) # of groups=5,2
150074,-0.92667932,-1.022534248,0.4995705314,1.2299490996,-0.160722302,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.067619343,7,7,11,8,12,5,2,1,5,3) # of groups=5,3
150082,-1.630564596,-0.862785015,0.3972029828,-0.155057429,0.1111207318,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.481930405,7,7,11,8,10,5,2,1,5,3) # of groups=5,2
150084,0.0945895949,0.2136426169,0.7305055129,-0.169020002,-1.301411562,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0351685117,7,8,11,8,10,5,2,1,5,3) # of groups=5,3
150086,-0.023896783,-0.024145303,0.5273159838,0.5905287665,0.6533965867,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3137641765,5,5,8,8,12,5,2,1,5,3) # of groups=5,4
150088,-0.519188349,-0.379301619,0.1921908283,-0.396213857,-0.845771323,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.344045418,5,6,9,8,11,5,2,1,5,3) # of groups=5,2
150089,0.0102710143,0.4165092372,0.5402156202,-0.391218976,-1.328237637,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0327176,7,7,11,8,11,5,2,1,5,3) # of groups=5,3
150090,-0.747450376,-1.013281556,-0.247095362,-0.627508505,0.2192503214,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.553463837,5,8,8,8,10,5,2,1,5,3) # of groups=5,2
150091,0.0436379943,-0.171407983,0.2229767632,0.7489074177,0.4339363575,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2377774852,3,3,7,8,9,5,2,1,5,3) # of groups=5,4
150097,-0.168156682,0.2368373545,0.3173846962,0.7381508416,0.3738067067,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2921843711,4,5,9,8,11,5,2,1,5,3) # of groups=5,4
150100,-0.121857064,-0.548340265,0.8551876503,0.1488953473,-0.377284544,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0281807019,7,7,11,8,10,5,2,1,5,3) # of groups=5,3
150104,-0.21585596,0.3895361927,0.0750557025,0.0621447603,-0.925181792,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.042628062,5,3,10,8,10,5,2,1,5,3) # of groups=5,3
150109,-0.357567582,0.3429568227,0.0899674792,0.7565483308,0.0371113611,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1874724745,7,7,11,8,10,5,2,1,5,3) # of groups=5,4
150112,-0.051766861,0.9343003479,-0.051732483,-0.524231589,0.2926715342,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1025658554,7,7,11,8,11,5,2,1,5,3) # of groups=5,4
150113,-0.64186026,-0.605237252,-0.890984955,0.3801899945,0.2488596398,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.356873187,5,7,10,8,11,5,2,1,5,3) # of groups=5,2
150115,-0.915975914,0.5612643696,-0.858852881,1.2851788164,0.2345776637,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0439044858,5,4,10,8,10,5,2,1,5,3) # of groups=5,4
150125,0.0089711929,-0.951857074,-0.079394428,-0.091237106,0.3001582314,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.208954843,7,8,11,8,10,5,2,1,5,3) # of groups=5,3
150126,0.1486931003,-0.371194087,-0.890493363,-0.700863758,0.7435159478,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.30982687,7,7,9,8,10,5,2,1,5,3) # of groups=5,2
150128,-1.217574664,-0.303219691,0.2886595737,0.0643286857,-0.235660711,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.285196626,6,8,8,8,11,5,2,1,5,3) # of groups=5,3
150133,0.0840710875,0.199998843,-0.010832231,0.0697060216,-0.424158697,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.024548575,4,3,9,8,11,5,2,1,5,3) # of groups=5,3
150150,0.0843343042,0.8331231993,-0.558873285,-0.01345421,-0.930672543,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.035752103,3,6,6,8,8,5,2,1,5,3) # of groups=5,3
150153,1.881038245,2.7085828605,0.9977844622,0.8432185463,0.5639399098,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,1.4824100943,3,4,5,8,5,5,2,1,5,3) # of groups=5,5
150157,0.0397300288,0.4624473852,0.0207943427,0.8468069974,-0.160439689,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2820985632,4,6,7,8,8,5,2,1,5,3) # of groups=5,4
150158,0.5405916656,0.7757679838,0.096536709,0.3869917163,-0.29097812,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.361058002,6,7,8,8,11,5,2,1,5,3) # of groups=5,4
150161,0.8458989807,0.730154787,0.7051363501,-0.232840325,-0.313252097,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4130467027,6,8,10,8,10,5,2,1,5,3) # of groups=5,5
150162,-0.636100038,-0.487615534,-0.058299197,-0.006670444,-0.161685589,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.280913017,7,8,11,8,11,5,2,1,5,3) # of groups=5,3
150165,0.423066419,-1.258164254,-1.181386234,0.2041250641,0.0404899114,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.393860192,5,5,8,8,8,5,2,1,5,3) # of groups=5,2
150169,0.2173944507,0.1322452339,-0.484316436,0.0711124515,-0.04858503,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.01981435,5,8,7,8,9,5,2,1,5,3) # of groups=5,3
150173,-0.020060156,0.1203392711,0.864840668,-0.469001872,-0.673174148,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0283650426,7,7,11,8,10,5,2,1,5,3) # of groups=5,3
151329,-0.27796352,0.7243077857,0.1244840932,0.6066070745,-0.550376331,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1929906357,4,3,8,8,10,5,2,1,5,3) # of groups=5,4
160005,-1.660820559,0.7292431046,-0.063935559,1.7496922655,-0.158379917,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1469138456,4,3,9,8,8,5,2,1,5,3) # of groups=5,4
160016,-1.260288635,0.8211225706,-1.293255023,0.7385332966,0.0998455655,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.206673846,5,4,7,8,10,5,2,1,5,3) # of groups=5,3
160028,0.5467552171,0.5133857447,0.0530879049,0.2886917257,0.5203729969,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.37086729,4,6,8,8,11,5,2,1,5,3) # of groups=5,4
160029,0.4715964825,0.1517542392,-0.564459406,-0.389812546,0.181439405,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.051029942,7,5,11,8,9,5,2,1,5,3) # of groups=5,3
160030,-0.583949326,0.4800750825,-0.678933893,1.0023727889,0.2243246495,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0752231817,6,7,10,8,10,5,2,1,5,3) # of groups=5,4
