PROVIDER_ID,Std_Outcomes_Mortality_score,Std_Outcomes_Readmission_score,Std_Outcomes_Safety_score,Std_PatientExp_score,Std_Process_score,std_weight_PatientExperience,std_weight_Readmission,std_weight_Mortality,std_weight_safety,std_weight_Process,weight_PatientExperience,weight_Outcomes_Readmission,weight_Outcomes_Mortality,weight_Outcomes_Safety,weight_Process,summary_score,Outcomes_Mortality_cnt,Outcomes_safety_cnt,Outcomes_Readmission_cnt,Patient_Experience_cnt,Process_cnt,Total_measure_group_cnt,MortSafe_Group_cnt,report_indicator,cnt_grp,star
010001,-0.846743843,-0.321757827,0.591482541,0.072099662,-0.320038261,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.149486874,7,8,11,8,9,5,2,1,3) # of groups=5,3
010005,-1.354201141,1.419194563,-0.145973777,0.056105915,0.003964883,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.004996591,6,7,10,8,11,5,2,1,3) # of groups=5,3
010006,-1.645506543,0.0334436,-0.269957076,-0.966378648,0.026679879,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.623446121,7,7,9,8,9,5,2,1,3) # of groups=5,2
010007,-1.66357379,-0.804531136,1.163332514,0.357168883,0.841065891,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.107544869,3,2,6,8,5,4,1,1,2) # of groups=4,3
010008,-2.0376095,-0.440342409,0.032500225,,-1.103317869,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,-0.859483993,2,1,4,0,5,2,0,0,,
010011,-1.032451546,-1.670114982,0.164187683,-0.319080478,-1.171469855,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.769217434,7,7,9,8,5,5,2,1,3) # of groups=5,2
010012,-0.659019744,0.178082636,0.891077216,-1.128399937,-0.255688977,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.18869984,5,4,8,8,8,5,2,1,3) # of groups=5,3
010016,0.25848073,0.318423043,0.756395098,-0.478285759,-0.35376984,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.145650504,7,7,9,8,6,5,2,1,3) # of groups=5,4
010018,,0.061630578,0.032500225,,-0.355872039,0.22,0.22,0.22,0.22,0.12,,0.392857143,,0.392857143,0.214285714,-0.039278336,0,1,1,0,2,0,0,0,,
010019,-0.362767073,-1.312743483,0.102864053,0.445521396,0.302279139,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.211694027,4,7,9,8,8,5,2,1,3) # of groups=5,3
010021,0.639061236,0.999530961,-0.742069246,0.567702173,-0.511555465,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.260742871,3,2,5,8,5,4,1,1,2) # of groups=4,4
010022,0.629624112,0.013562372,0.032500225,,0.519158713,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,0.270448874,1,1,3,0,3,2,0,0,,
010023,-1.348792802,0.518247417,-1.083165307,-0.142272638,-0.299879323,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.488301851,7,7,11,8,7,5,2,1,3) # of groups=5,2
010024,-1.152902757,-0.13214966,-1.002625447,-0.157869322,0.169891014,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.517633459,7,7,11,8,8,5,2,1,3) # of groups=5,2
010029,-1.581752931,0.09339576,0.47106555,0.298383634,-1.556498792,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.344939612,7,8,11,8,8,5,2,1,3) # of groups=5,2
010033,0.207538556,-1.589895273,-1.119704717,0.359185628,-0.47783234,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.528772558,7,8,11,8,10,5,2,1,3) # of groups=5,2
010034,0.589916427,0.713399212,0.988369396,-0.038437925,-0.397493823,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.448015105,3,2,5,8,4,4,1,1,2) # of groups=4,4
010035,-0.850834774,-0.535996833,-0.139806595,-0.4574444,0.765720112,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.344611759,5,7,8,8,7,5,2,1,3) # of groups=5,2
010036,0.452268354,0.959590647,-0.085585523,-1.423906691,-0.804465495,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.118015166,5,4,7,8,5,5,2,1,3) # of groups=5,3
010038,0.269450237,1.401821754,-0.589396964,-0.304604882,0.022323111,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.173678205,4,4,8,8,5,5,2,1,3) # of groups=5,4
010039,-1.334651802,-0.544719652,0.13833791,0.156293188,-0.389388555,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.395369505,7,8,11,8,8,5,2,1,3) # of groups=5,2
010040,0.171051663,-0.423628687,0.050507409,-0.891123829,-1.134888539,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.376689183,7,7,9,8,9,5,2,1,3) # of groups=5,2
010044,1.555393405,0.422174398,0.032500225,,0.990055413,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,0.719258482,3,1,5,0,2,2,1,0,,
010045,-0.181139061,0.368996385,-1.594050565,1.554229979,0.053389745,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.038974852,3,2,5,8,6,4,1,1,2) # of groups=4,3
010046,-0.119031143,-0.41460183,0.528091666,-0.669110679,0.303513848,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.112001775,6,6,8,8,5,5,2,1,3) # of groups=5,3
010049,-1.937818379,0.441407296,0.856646193,-0.173751232,-0.012520046,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.180475952,4,4,7,8,7,5,2,1,3) # of groups=5,3
010051,,,-0.054981335,,,0.22,0.22,0.22,0.22,0.12,,,,1,,-0.054981335,0,1,0,0,0,0,0,0,,
010052,0.810551571,-0.025153897,0.119981784,0.56955405,0.444547516,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.377831074,2,1,4,8,3,3,0,0,,
010055,-2.103830651,-0.362143204,0.318945221,-0.081470644,-0.572557211,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.558976707,7,8,9,8,9,5,2,1,3) # of groups=5,2
010056,0.216589848,0.253009185,0.656486102,0.803348294,-0.4745942,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.367524051,7,8,9,8,5,5,2,1,3) # of groups=5,4
010058,-0.448668745,0.852997047,0.944628616,,0.56803744,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,0.467865404,1,2,3,0,2,1,0,0,,
010059,0.993439898,0.121324015,0.119981784,,0.892542393,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,0.485575821,3,1,5,0,3,3,1,1,1) # of groups=3,4
010061,-0.500401377,1.047611234,0.740124697,-0.380914495,-0.466657605,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1434135,4,3,7,8,7,5,2,1,3) # of groups=5,4
010062,-0.208864867,0.292981594,1.075850955,0.710361449,-1.087273425,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.280999598,3,2,5,8,4,4,1,1,2) # of groups=4,4
010065,-0.619949245,0.597464511,1.447921225,0.597905681,0.529222197,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.508641941,5,3,9,8,9,5,2,1,3) # of groups=5,5
010069,0.528717027,-0.541858338,-1.001746555,-0.387189596,-0.694320444,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.391775495,3,2,5,8,5,4,1,1,2) # of groups=4,2
010073,-0.037730363,1.197995359,0.026072245,1.554317197,-0.068428556,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.594732549,3,2,5,8,4,4,1,1,2) # of groups=4,4
010078,-1.500070115,-0.189575766,-0.756547501,-0.239554836,-0.263590284,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.622495442,7,8,11,8,9,5,2,1,3) # of groups=5,2
010079,-0.90415414,0.726426038,0.205186354,-0.003066091,-0.427067773,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.045881857,4,5,7,8,6,5,2,1,3) # of groups=5,3
010083,-0.65176617,0.498143667,0.225245766,0.662100472,-0.396965689,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.113783339,6,6,8,8,8,5,2,1,3) # of groups=5,4
010085,-0.627965737,-1.143109134,-0.112481346,-0.161150284,-0.556518264,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.516617622,6,7,8,8,8,5,2,1,3) # of groups=5,2
010086,-0.165471825,0.763572229,-0.779280982,1.083104365,-0.370680271,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.153941601,3,2,6,8,3,4,1,1,2) # of groups=4,3
010087,-0.904676351,0.00389959,0.885147808,-0.171942716,-1.15695723,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.180100635,5,6,8,8,6,5,2,1,3) # of groups=5,3
010089,-1.773661754,-0.39213779,0.654087324,0.040864131,0.334039401,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.283501851,4,6,7,8,4,5,2,1,3) # of groups=5,3
010090,-0.648436707,-0.19176509,1.189475757,-0.098342415,-0.591938685,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.015827702,7,8,9,8,4,5,2,1,3) # of groups=5,3
010091,0.869668177,1.008762839,0.032500225,,-0.449771363,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,0.469785012,2,1,5,0,2,1,0,0,,
010092,-0.885399278,-0.327503343,-0.562691418,-1.221014251,-0.523368151,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.722058002,7,8,11,8,7,5,2,1,3) # of groups=5,2
010095,,0.447617711,0.032500225,,1.511257663,0.22,0.22,0.22,0.22,0.12,,0.392857143,,0.392857143,0.214285714,0.512458688,0,1,1,0,1,0,0,0,,
010097,,-1.561588982,0.032500225,1.316553365,0.737974751,0.22,0.22,0.22,0.22,0.12,0.282051282,0.282051282,,0.282051282,0.153846154,0.053588697,0,1,3,8,3,3,0,0,,
010099,-0.305076298,-0.664521468,0.120753831,0.283475576,-0.484473588,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.18251787,3,2,7,8,7,4,1,1,2) # of groups=4,3
010100,-0.645663976,-0.229924381,0.3482523,0.37491354,0.14487693,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.016147722,7,8,9,8,8,5,2,1,3) # of groups=5,3
010101,-0.895524831,0.80201421,0.944628616,0.727304516,0.187289678,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.369727714,3,2,5,8,5,4,1,1,2) # of groups=4,4
010102,-2.150034038,,-0.054981335,,0.952843013,0.22,0.22,0.22,0.22,0.12,,,0.392857143,0.392857143,0.214285714,-0.662075394,1,1,0,0,2,0,0,0,,
010103,0.451929833,0.01422617,-0.376913917,-0.176990032,-0.498929071,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.079176037,7,7,9,8,5,5,2,1,3) # of groups=5,3
010104,-0.374549702,-0.686764035,0.32799579,0.437590181,-0.103273813,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.077452966,7,8,9,8,8,5,2,1,3) # of groups=5,3
010108,2.271857037,0.448710258,0.525055613,1.185409349,-0.064375588,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.967102026,4,3,5,8,5,5,2,1,3) # of groups=5,5
010110,,-1.051243891,0.032500225,,1.483412662,0.22,0.22,0.22,0.22,0.12,,0.392857143,,0.392857143,0.214285714,-0.082346585,0,1,1,0,1,0,0,0,,
010112,-0.776661006,-0.647792457,-0.114495183,-0.167973128,-0.408824197,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.424581694,3,2,7,8,3,4,1,1,2) # of groups=4,2
010113,-1.596979154,-0.602678963,-1.18744587,0.362448958,-0.200490009,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.689482907,7,8,11,8,9,5,2,1,3) # of groups=5,2
010114,0.463669044,-0.407794093,-0.698712743,-0.542748145,-0.205974558,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.285545853,5,7,7,8,7,5,2,1,3) # of groups=5,3
010118,-0.799676614,-0.121202537,1.681205383,-1.658520789,0.244296771,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.16828719,5,3,7,8,6,5,2,1,3) # of groups=5,3
010120,-0.839236168,-0.445447878,0.119981784,1.629328951,0.926312907,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.21337542,4,1,5,8,4,4,1,1,2) # of groups=4,3
010125,1.078350675,3.434483086,0.988369396,0.283475576,0.851330862,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,1.374789025,3,2,4,8,4,4,1,1,2) # of groups=4,5
010126,-0.235241924,-0.960577775,0.852996988,0.872658293,0.407314828,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.165441607,3,3,7,8,3,5,2,1,3) # of groups=5,4
010128,-1.448117904,-0.582114698,0.032500225,,0.480992622,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,-0.489464114,3,1,4,0,1,2,1,0,,
010129,-1.523381825,0.103586766,0.944628616,1.102490909,-0.433811311,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.085954025,3,2,8,8,6,4,1,1,2) # of groups=4,3
010130,-0.071390399,-0.496412381,-0.131135904,0.805466005,-0.216821393,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.002582557,4,2,6,8,5,4,1,1,2) # of groups=4,3
010131,0.398781506,0.152677815,-0.691737278,-0.387813687,-0.084024874,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.126263147,6,8,8,8,7,5,2,1,3) # of groups=5,3
010138,,,-0.054981335,,0.187105483,0.22,0.22,0.22,0.22,0.12,,,,0.647058824,0.352941177,0.030461072,0,1,0,0,2,0,0,0,,
010139,-0.379809489,-1.389868409,-0.15248103,-0.319080478,0.209612014,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.467919228,7,8,9,8,8,5,2,1,3) # of groups=5,2
010144,-0.236627432,-1.038043958,-0.055341952,-0.240675925,-0.482035136,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.403395855,7,8,9,8,8,5,2,1,3) # of groups=5,2
010148,1.424727653,-0.566625686,-0.341753243,-0.417529471,-2.357469828,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.261156144,4,2,5,8,4,4,1,1,2) # of groups=4,2
010149,-0.069471443,0.690551948,-1.117303697,0.217095182,-0.221320302,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.087966598,4,7,6,8,7,5,2,1,3) # of groups=5,3
010150,-1.422510067,-0.299122055,0.813406277,-0.559240486,-0.445030085,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.376246203,3,2,6,8,4,4,1,1,2) # of groups=4,2
010157,-0.944070846,-0.300868388,1.032110175,0.66440943,-0.071829142,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.090728185,3,2,6,8,5,4,1,1,2) # of groups=4,3
010158,-1.24541359,-0.858942886,0.805244526,0.645597827,0.22137134,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.117208546,3,3,7,8,6,5,2,1,3) # of groups=5,3
010164,0.331105951,-1.111327433,1.042596887,-0.111928085,0.302272869,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.069371155,4,4,9,8,8,5,2,1,3) # of groups=5,4
010168,0.468387666,0.450531503,0.762153967,1.927894777,-2.560039848,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.486768159,2,3,7,8,3,4,1,1,2) # of groups=4,4
010169,0.416330429,0.313383606,1.075850955,0.478838914,-0.389992099,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.455769807,3,2,5,8,4,4,1,1,2) # of groups=4,4
010173,1.716705266,-0.18942018,0.944628616,1.927894777,-1.413633692,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.798321822,1,2,3,8,3,3,0,0,,
010174,,,,,-0.242977407,0.22,0.22,0.22,0.22,0.12,,,,,1,-0.242977407,0,0,0,0,1,0,0,0,,
011300,,,,,0.191902983,0.22,0.22,0.22,0.22,0.12,,,,,1,0.191902983,0,0,0,0,1,0,0,0,,
011302,,2.028007391,,,0.61339127,0.22,0.22,0.22,0.22,0.12,,0.647058824,,,0.352941177,1.528731113,0,0,1,0,4,1,0,0,,
011304,,0.466393261,,,0.071696583,0.22,0.22,0.22,0.22,0.12,,0.647058824,,,0.352941177,0.327088551,0,0,1,0,4,1,0,0,,
011305,-0.826544768,-0.238676529,-3.548977378,0.673289967,-0.038400076,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.871607925,2,2,4,8,3,3,0,0,,
011306,1.175361763,-0.300029486,,,0.611229709,0.22,0.22,0.22,0.22,0.12,,0.392857143,0.392857143,,0.214285714,0.474858332,1,0,3,0,2,1,0,0,,
020001,0.134613618,-0.883740042,-0.966067893,0.077888636,-0.775180353,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.453228892,7,8,11,8,7,5,2,1,3) # of groups=5,2
020006,-0.660508308,0.699786995,0.898336356,-0.970803469,-0.462287597,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.062775965,6,6,10,8,7,5,2,1,3) # of groups=5,3
020008,-0.455708465,-0.472663508,0.093856981,1.183048574,0.188248152,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.099267167,4,3,9,8,6,5,2,1,3) # of groups=5,4
020012,-1.058440771,1.036589098,-1.057539804,0.818066954,-0.489690128,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.11625421,5,5,10,8,9,5,2,1,3) # of groups=5,3
020017,-0.011694238,-0.32243918,0.204592876,0.264288735,-0.097572438,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.01793591,7,8,9,8,7,5,2,1,3) # of groups=5,4
020018,0.788687833,-0.415245389,0.032500225,-0.615993633,0.721206009,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.040333509,1,1,3,8,2,2,0,0,,
020024,-0.247292715,-0.906772431,-1.925864903,0.296508987,-0.565685437,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.680234886,5,4,9,8,8,5,2,1,3) # of groups=5,2
020026,-0.219844056,-0.298198464,-0.816864135,-0.992678698,0.544723541,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.446701953,6,7,8,8,6,5,2,1,3) # of groups=5,2
021301,,,,,-0.027684048,0.22,0.22,0.22,0.22,0.12,,,,,1,-0.027684048,0,0,0,0,3,1,0,0,,
021302,,,,,-0.298667409,0.22,0.22,0.22,0.22,0.12,,,,,1,-0.298667409,0,0,0,0,1,0,0,0,,
021304,,,,,0.675907629,0.22,0.22,0.22,0.22,0.12,,,,,1,0.675907629,0,0,0,0,1,0,0,0,,
021305,,,,,0.213708747,0.22,0.22,0.22,0.22,0.12,,,,,1,0.213708747,0,0,0,0,2,0,0,0,,
021306,-0.412164467,0.030089705,,,,0.22,0.22,0.22,0.22,0.12,,0.5,0.5,,,-0.191037381,1,0,2,0,0,0,0,0,,
021307,,,,,1.45556766,0.22,0.22,0.22,0.22,0.12,,,,,1,1.45556766,0,0,0,0,1,0,0,0,,
021308,0.134987709,-0.48741466,,,-1.061701701,0.22,0.22,0.22,0.22,0.12,,0.392857143,0.392857143,,0.214285714,-0.365960952,2,0,3,0,1,1,0,0,,
021309,-0.216664386,2.057894743,,,0.955016555,0.22,0.22,0.22,0.22,0.12,,0.392857143,0.392857143,,0.214285714,0.927986902,1,0,1,0,2,0,0,0,,
021310,,,,,0.815132635,0.22,0.22,0.22,0.22,0.12,,,,,1,0.815132635,0,0,0,0,1,0,0,0,,
021311,0.366992067,0.322992576,0.59509863,0.439685121,-0.023105031,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.376676443,2,2,6,8,6,3,0,0,,
021312,,-1.840898297,,,-0.002690547,0.22,0.22,0.22,0.22,0.12,,0.647058824,,,0.352941177,-1.192119091,0,0,2,0,1,0,0,0,,
021313,0.197715915,0.122184921,-1.000633119,1.263504707,0.446851585,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.181832123,2,1,7,8,5,3,0,0,,
021314,-1.91802968,-0.100545244,,,-0.440683491,0.22,0.22,0.22,0.22,0.12,,0.392857143,0.392857143,,0.214285714,-0.887443754,1,0,2,0,3,1,0,0,,
030002,0.061677262,0.103213743,-0.286029285,-0.232744709,-0.758380517,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.16885992,7,8,11,8,8,5,2,1,3) # of groups=5,3
030006,-0.102654562,0.751208931,0.430266946,-1.205863129,-0.230353078,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.055591568,7,8,11,8,6,5,2,1,3) # of groups=5,3
030007,-0.551909217,1.336823107,0.437551443,-0.009988054,0.062789002,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.274279682,6,5,10,8,10,5,2,1,3) # of groups=5,4
030010,-0.321959393,-0.215283411,0.247550651,-0.986400153,-0.531840478,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.344561164,7,7,9,8,5,5,2,1,3) # of groups=5,2
030011,-1.455356927,1.071777192,0.743093948,-0.926873246,-0.390398152,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.171666766,6,8,8,8,6,5,2,1,3) # of groups=5,3
030012,0.168573844,-0.267921777,-0.026853929,-0.587034864,-1.020928876,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.279423545,7,8,9,8,11,5,2,1,3) # of groups=5,3
030013,-0.962307162,0.471092198,0.046177842,-1.505195143,-0.572976357,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.497808261,7,8,11,8,10,5,2,1,3) # of groups=5,2
030014,-0.016538208,0.356714803,-0.106472895,-0.22356109,-1.35281275,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.160106156,7,7,11,8,5,5,2,1,3) # of groups=5,3
030016,-0.399238235,-0.796006722,0.500390017,-0.531887325,-0.392219049,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.316949584,5,7,8,8,6,5,2,1,3) # of groups=5,3
030022,0.595396566,-0.567355345,-0.723917224,-1.821742959,-0.707120709,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.638730657,2,7,4,8,4,4,1,1,2) # of groups=4,2
030023,-0.443727858,0.57080397,-0.177078782,-0.020514652,0.018056905,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.013346982,7,7,9,8,6,5,2,1,3) # of groups=5,3
030024,0.203325382,0.483698937,-0.047283045,-0.445420241,0.226446246,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.069924177,7,8,11,8,8,5,2,1,3) # of groups=5,4
030030,0.073062015,-0.850363703,0.30562219,-1.659886537,-0.010001137,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.470144664,6,6,7,8,5,5,2,1,3) # of groups=5,2
030036,-0.465585296,-0.169399099,-0.650764171,-0.380370195,0.160411531,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.347296744,7,8,11,8,8,5,2,1,3) # of groups=5,2
030037,0.193643681,0.149446632,0.155099077,-2.1079509,0.3728083,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.309410536,3,5,7,8,6,5,2,1,3) # of groups=5,3
030038,-0.780443587,-0.915123795,-0.317539384,-0.747515232,0.193619257,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.584102529,6,7,8,8,6,5,2,1,3) # of groups=5,2
030043,0.736006621,0.72266068,0.162030505,-0.812719276,0.467897659,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.233902996,6,4,8,8,8,5,2,1,3) # of groups=5,4
030055,-0.078093425,-0.251497777,0.669393051,-0.981886266,-0.612164919,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.214718362,7,7,11,8,8,5,2,1,3) # of groups=5,3
030061,0.285743213,-1.115432031,0.5136487,-1.224497711,-0.030403373,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.342566727,7,7,11,8,7,5,2,1,3) # of groups=5,2
030062,0.709611946,0.620945214,0.812885142,-0.159632133,-0.123094504,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.421666897,6,6,10,8,5,5,2,1,3) # of groups=5,5
030064,-0.56081454,-0.447397704,0.116575368,-1.058725367,-0.446619765,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.482674065,7,8,11,8,8,5,2,1,3) # of groups=5,2
030065,0.227451571,-0.348155021,-0.126283625,-1.347953575,-0.723573145,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.43771572,7,8,11,8,6,5,2,1,3) # of groups=5,2
030068,-3.418640669,-0.180194933,-0.949362156,0.644232079,0.289056286,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.824185695,2,2,6,8,5,3,0,0,,
030069,-0.128348192,-0.27927208,0.786599862,-1.659120349,0.033172146,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.277650309,7,6,11,8,6,5,2,1,3) # of groups=5,3
030071,1.593915916,0.154750307,-1.529643165,-1.212574137,-0.16990393,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.238969709,3,2,4,8,3,4,1,1,2) # of groups=4,2
030073,1.020692191,0.093311364,-1.735142957,-0.257143647,-1.754995125,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.403821686,1,3,3,8,3,4,1,1,2) # of groups=4,2
