PROVIDER_ID,Std_Outcomes_Mortality_score,Std_Outcomes_Readmission_score,Std_Outcomes_Safety_score,Std_PatientExp_score,Std_Process_score,std_weight_PatientExperience,std_weight_Readmission,std_weight_Mortality,std_weight_safety,std_weight_Process,weight_PatientExperience,weight_Outcomes_Readmission,weight_Outcomes_Mortality,weight_Outcomes_Safety,weight_Process,summary_score,Outcomes_Mortality_cnt,Outcomes_safety_cnt,Outcomes_Readmission_cnt,Patient_Experience_cnt,Process_cnt,Total_measure_group_cnt,MortSafe_Group_cnt,report_indicator,cnt_grp,star
010036,0.784048059,0.418907074,0.600369615,-1.423825269,0.485535347,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.141754127,5,4,8,8,11,5,2,1,3) # of groups=5,4
010038,0.125337354,0.034398875,-0.874372887,-0.305154536,0.182760059,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.202422856,5,4,8,8,7,5,2,1,3) # of groups=5,3
010039,-1.57315272,-0.327674368,0.310953402,0.155562831,-1.011075511,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.436877449,7,8,11,8,11,5,2,1,3) # of groups=5,2
010040,1.082587179,-0.664660287,-0.056682268,-0.891185102,-1.476367557,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.293751012,7,7,9,8,12,5,2,1,3) # of groups=5,3
010044,2.001618847,1.285488187,0.07597711,,0.999634211,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,1.102352073,3,1,5,0,5,3,1,1,1) # of groups=3,5
010045,-0.158703991,0.444823781,0.312248574,1.552678251,0.192754299,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.496360771,3,1,6,8,8,4,1,1,2) # of groups=4,4
010046,0.405266494,-0.651933464,0.820808256,-0.669344842,0.518316058,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.041253145,6,6,8,8,7,5,2,1,3) # of groups=5,4
010049,-0.900637004,1.091379333,0.569530454,-0.174516686,0.00457746,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.129415637,4,4,7,8,11,5,2,1,3) # of groups=5,4
010051,,-0.601272625,-0.081537199,,0.640609954,0.22,0.22,0.22,0.22,0.12,,0.392857143,,0.392857143,0.214285714,-0.130973155,0,1,1,0,3,1,0,0,,
010052,0.575336277,0.217080742,0.154734264,0.568526839,0.501697365,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.393652871,2,1,4,8,5,3,0,0,,
010055,-1.670979648,-0.006294431,0.573075399,-0.082098678,0.287315088,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.226507608,7,8,11,8,12,5,2,1,3) # of groups=5,3
010056,0.693323042,0.146906289,0.441842948,0.802091474,-0.385056547,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.41230924,7,8,9,8,12,5,2,1,3) # of groups=5,5
010058,0.732466267,0.577121538,-1.836140341,,0.375807249,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,-0.090698318,2,2,3,0,7,2,0,0,,
010059,1.014737451,-0.575992094,0.154734264,,1.119368476,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,0.339602223,3,1,5,0,6,3,1,1,1) # of groups=3,4
010061,-0.173370965,1.063630902,0.0729001,-0.381301495,-0.106175258,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.115267848,4,3,7,8,10,5,2,1,3) # of groups=5,4
010062,0.793800373,0.350093002,1.239747257,0.709075565,-0.832350124,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.580515549,3,2,5,8,8,4,1,1,2) # of groups=4,4
010065,-0.973049024,0.743228659,1.079818511,0.59714549,0.572246839,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.387041221,5,4,10,8,12,5,2,1,3) # of groups=5,5
010069,0.41989883,-0.528667257,-0.758088597,-0.387573547,-0.860942952,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.37928788,3,2,5,8,7,4,1,1,2) # of groups=4,2
010073,-0.497901298,0.414528763,-1.420408826,1.552675726,0.227910547,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.038106026,3,1,5,8,5,4,1,1,2) # of groups=4,3
010078,-1.300947551,-1.052487266,-0.779477248,-0.240139581,-0.490117576,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.800885471,7,8,11,8,12,5,2,1,3) # of groups=5,2
010079,-0.694985305,0.588441129,-0.949391186,-0.003678382,0.035720098,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.228828612,5,5,7,8,12,5,2,1,3) # of groups=5,3
010083,-0.024166044,0.379465246,0.228866117,0.661049912,-0.292059238,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.238900242,6,6,8,8,12,5,2,1,3) # of groups=5,4
010085,-0.716933932,-1.009489939,-0.493513001,-0.161719285,-1.447710143,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.697689572,6,7,8,8,12,5,2,1,3) # of groups=5,2
010086,-0.661512367,1.363144032,-0.594117116,1.081751758,0.562829247,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.329178097,3,2,6,8,7,4,1,1,2) # of groups=4,3
010087,-0.706546809,-0.548280558,0.650974692,-0.172751472,-1.796480422,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.386430563,4,6,8,8,8,5,2,1,3) # of groups=5,3
010089,-2.333177557,0.110096548,0.564520718,0.039887912,0.867281546,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.252034138,4,6,7,8,10,5,2,1,3) # of groups=5,3
010090,-0.516134561,0.171218814,0.896231557,-0.099135526,-0.806505455,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.002699008,7,8,9,8,10,5,2,1,3) # of groups=5,4
010091,0.218645394,1.442430435,-0.002780045,,-0.753417935,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,0.351814,3,1,5,0,7,3,1,1,1) # of groups=3,4
010092,-0.069735299,-0.222978179,-0.665877923,-1.221279907,-0.446653079,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.533170057,7,8,11,8,13,5,2,1,3) # of groups=5,2
010095,1.083572114,0.558548676,0.07597711,,0.326347542,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,0.53479903,1,1,2,0,4,1,0,0,,
010097,0.100852834,0.295364128,0.07597711,1.315014216,0.668156992,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.473364662,2,1,5,8,5,3,0,0,,
010099,-0.297595445,-0.819436951,-0.616250693,0.282584463,0.309977792,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.281956363,4,2,7,8,10,4,1,1,2) # of groups=4,2
010100,-0.895058841,0.147808194,-0.048791298,0.374101811,0.433290407,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.040831981,7,8,9,8,10,5,2,1,3) # of groups=5,4
010101,-0.984718809,-0.170840758,1.121611525,0.726049579,0.084045353,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.162347781,4,2,5,8,7,4,1,1,2) # of groups=4,3
010102,-1.512113211,0.877609706,-0.002780045,,0.516848081,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,-0.100231553,1,1,1,0,3,1,0,0,,
010103,-0.127911248,-0.582050164,-0.144424959,-0.177833254,-0.066620308,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.235082754,7,7,9,8,10,5,2,1,3) # of groups=5,3
010104,-0.826312446,-1.133461773,0.388569568,0.436528491,0.036346537,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.245267171,7,8,9,8,11,5,2,1,3) # of groups=5,3
010108,1.78053937,0.352421607,-0.913957585,1.184088894,0.196658096,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.552279275,5,3,5,8,10,5,2,1,3) # of groups=5,5
010109,0.492463421,0.001186286,0.07597711,,0.634073349,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,0.25821372,1,1,5,0,6,2,0,0,,
010110,-1.40831029,-0.410111703,-0.002780045,,1.074947698,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,-0.348295801,1,1,2,0,4,1,0,0,,
010112,-0.527866531,-0.547441779,-0.908011159,-0.168654596,-0.874152938,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.578332647,3,2,7,8,9,4,1,1,2) # of groups=4,2
010113,-1.413356661,-1.078645351,-1.185945346,0.361607169,-0.454246402,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.78410441,7,8,11,8,11,5,2,1,3) # of groups=5,2
010114,0.192409811,-1.288089627,-0.227831971,-0.543396237,-0.480492012,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.468378807,5,7,7,8,13,5,2,1,3) # of groups=5,2
010118,-1.207051786,-0.382916654,1.581767744,-1.65846293,0.45761032,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.31175276,5,3,6,8,8,5,2,1,3) # of groups=5,3
010120,-0.26143362,-0.326382169,0.154734264,1.627794742,0.649869787,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.340821282,4,1,7,8,9,4,1,1,2) # of groups=4,3
010125,1.018581938,2.787280194,1.042854371,0.282584463,0.637528932,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,1.205389684,4,2,4,8,6,4,1,1,2) # of groups=4,5
010126,-1.461921362,-1.389570308,0.887774721,0.871490776,0.310319052,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.203051472,3,3,7,8,7,5,2,1,3) # of groups=5,3
010128,-0.776906441,-0.916592739,0.07597711,,-1.403185774,0.22,0.22,0.22,0.22,0.12,,0.282051282,0.282051282,0.282051282,0.153846154,-0.672098908,3,1,4,0,5,3,1,1,1) # of groups=3,2
010129,-2.078004938,-0.618032318,1.019036645,1.10115172,0.295463121,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.091231181,3,3,7,8,9,5,2,1,3) # of groups=5,3
010130,0.020220073,0.234274643,-1.317591115,0.804192444,0.737443998,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.03153441,4,2,6,8,7,4,1,1,2) # of groups=4,3
010131,0.14141047,-0.109512313,-0.975817221,-0.388379183,0.000415166,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.293055794,6,8,8,8,10,5,2,1,3) # of groups=5,3
010138,,,-0.002780045,,-0.069069851,0.22,0.22,0.22,0.22,0.12,,,,0.647058824,0.352941177,-0.026176447,0,1,0,0,3,1,0,0,,
010139,0.130599615,-1.249796811,-0.04173819,-0.319775476,0.33706437,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.285308665,7,8,9,8,10,5,2,1,3) # of groups=5,3
010144,-0.785007791,-1.258816143,0.192569472,-0.241355179,-0.764329777,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.552093694,7,8,9,8,10,5,2,1,3) # of groups=5,2
010148,2.008474799,-0.127600694,-1.810779708,-0.418490863,-1.761799515,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.288063164,4,2,5,8,8,4,1,1,2) # of groups=4,2
010149,0.281520233,0.627998663,-0.874381371,0.216165973,-0.148966995,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.03741073,6,7,6,8,11,5,2,1,3) # of groups=5,4
010150,-1.512233104,-0.369448112,0.570311444,-0.559852893,0.067669959,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.403548591,3,2,5,8,8,4,1,1,2) # of groups=4,2
010157,-0.15900508,-0.419688035,0.76720433,0.663468345,-0.65366361,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.10899587,3,2,6,8,9,4,1,1,2) # of groups=4,3
010158,-0.431834117,-0.739570654,0.790735049,0.644568734,0.577290509,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.127332644,3,3,7,8,9,5,2,1,3) # of groups=5,4
010164,0.188122107,-0.065495752,1.230916148,-0.112845765,0.172790061,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.29368809,5,4,9,8,11,5,2,1,3) # of groups=5,4
010168,0.397256165,1.547461553,-0.118631333,1.926059393,-0.366251221,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.781521925,3,3,7,8,5,5,2,1,3) # of groups=5,5
010169,0.406243362,-0.237756224,1.121611525,0.477596614,-0.036577804,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.384503625,3,2,5,8,9,4,1,1,2) # of groups=4,3
010173,0.177045839,0.175476288,1.003475793,1.926059393,-1.347697529,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.560328905,2,2,4,8,7,3,0,0,,
011300,,-1.446348243,,,0.535442985,0.22,0.22,0.22,0.22,0.12,,0.647058824,,,0.352941177,-0.746892515,0,0,1,0,2,0,0,0,,
011302,0.343976263,-0.366593332,,,1.001236891,0.22,0.22,0.22,0.22,0.12,,0.392857143,0.392857143,,0.214285714,0.205665485,1,0,3,0,4,2,0,0,,
011304,0.715194157,0.228826641,,,-0.12600733,0.22,0.22,0.22,0.22,0.12,,0.392857143,0.392857143,,0.214285714,0.343863743,1,0,1,0,5,1,0,0,,
011305,-0.003512112,0.215557572,-5.499409485,0.672344243,-1.379363588,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-1.180827983,3,1,4,8,6,4,1,1,2) # of groups=4,1
011306,,0.55342075,,,0.479870977,0.22,0.22,0.22,0.22,0.12,,0.647058824,,,0.352941177,0.527462006,0,0,1,0,3,1,0,0,,
020001,0.070154099,-0.580671447,-0.990308255,0.077142535,-1.056859098,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.440033367,7,8,11,8,10,5,2,1,3) # of groups=5,2
020006,-0.068451898,0.202315693,1.228021565,-0.970805708,-0.045076353,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.080628361,6,6,10,8,10,5,2,1,3) # of groups=5,4
020008,0.230202164,0.413525457,-0.090460147,1.181710492,0.244939702,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.411087917,4,3,9,8,9,5,2,1,3) # of groups=5,5
020012,-0.613619593,1.049239996,-1.001368231,0.816989845,-1.03356413,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.068754452,5,5,10,8,12,5,2,1,3) # of groups=5,3
020017,-0.033394328,-0.542275638,-0.638341928,0.263231242,-0.283696828,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.243215363,7,8,9,8,9,5,2,1,3) # of groups=5,3
020018,0.760060092,-0.506866677,0.07597711,-0.616554869,-0.389942922,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.110017706,3,1,4,8,4,4,1,1,2) # of groups=4,2
020024,-0.438740891,-0.961632557,-0.472823834,0.295681514,-0.583606275,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.417086222,5,3,9,8,11,5,2,1,3) # of groups=5,2
020026,-0.194472087,-0.582526831,-1.502255207,-0.993157554,0.309163749,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.68283092,6,7,8,8,8,5,2,1,3) # of groups=5,2
021301,,0.666340802,,,0.484012357,0.22,0.22,0.22,0.22,0.12,,0.647058824,,,0.352941177,0.601989586,0,0,1,0,4,1,0,0,,
021302,,0.032534088,,,0.441483132,0.22,0.22,0.22,0.22,0.12,,0.647058824,,,0.352941177,0.176869045,0,0,1,0,4,1,0,0,,
021304,,0.877609706,,,0.538265471,0.22,0.22,0.22,0.22,0.12,,0.647058824,,,0.352941177,0.757841153,0,0,1,0,1,0,0,0,,
021305,,-0.601272625,,,0.587718638,0.22,0.22,0.22,0.22,0.12,,0.647058824,,,0.352941177,-0.18162865,0,0,1,0,4,1,0,0,,
021306,0.252944646,0.171911485,,,0.420419657,0.22,0.22,0.22,0.22,0.12,,0.392857143,0.392857143,,0.214285714,0.256997692,1,0,2,0,1,0,0,0,,
021307,,,,,1.773355891,0.22,0.22,0.22,0.22,0.12,,,,,1,1.773355891,0,0,0,0,1,0,0,0,,
021308,0.165047166,0.223748591,,,-1.433715607,0.22,0.22,0.22,0.22,0.12,,0.392857143,0.392857143,,0.214285714,-0.154483582,2,0,3,0,1,1,0,0,,
021309,-0.472703106,0.945341984,,,1.442372504,0.22,0.22,0.22,0.22,0.12,,0.392857143,0.392857143,,0.214285714,0.494759382,1,0,2,0,1,0,0,0,,
021310,,,,,1.208743128,0.22,0.22,0.22,0.22,0.12,,,,,1,1.208743128,0,0,0,0,1,0,0,0,,
021311,-0.181816571,0.844001227,0.714949669,0.438801828,0.121231681,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.414053755,3,2,7,8,10,4,1,1,2) # of groups=4,3
021312,,-0.298969816,,,0.209593685,0.22,0.22,0.22,0.22,0.12,,0.647058824,,,0.352941177,-0.119476816,0,0,3,0,2,1,0,0,,
021313,-0.498120421,0.481764598,-1.86912763,1.262173435,-0.420533942,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.187592277,2,1,5,8,7,3,0,0,,
021314,-0.695433842,0.325128834,,,-0.213207312,0.22,0.22,0.22,0.22,0.12,,0.392857143,0.392857143,,0.214285714,-0.191164249,1,0,3,0,4,2,0,0,,
030002,-0.113623233,0.120188384,-0.679387713,-0.233354613,-0.954555735,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.313905667,7,8,11,8,9,5,2,1,3) # of groups=5,3
030006,0.163567216,0.365889645,0.226658788,-1.206081885,-0.846351523,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.200554755,7,8,11,8,10,5,2,1,3) # of groups=5,3
030007,-0.617545383,1.013842741,0.27926651,-0.010583703,0.264091716,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.177986642,6,5,10,8,12,5,2,1,3) # of groups=5,4
030010,-0.188497124,0.514638103,0.755503478,-0.986642246,-0.778108964,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.072472589,7,7,9,8,8,5,2,1,3) # of groups=5,3
030011,-1.574830142,1.184855149,0.558524971,-0.927239415,-0.985907137,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.285220533,6,8,8,8,8,5,2,1,3) # of groups=5,3
030012,-0.063592331,-0.66109508,0.07433963,-0.587308327,-0.673219961,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.353070739,7,7,9,8,13,5,2,1,3) # of groups=5,3
030013,-0.364272666,0.399800344,0.538058746,-1.50516435,-0.220757901,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.231438092,7,8,11,8,12,5,2,1,3) # of groups=5,3
030014,-0.121808274,0.21517723,-0.346131838,-0.2240409,-1.001797948,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.225112586,7,7,11,8,9,5,2,1,3) # of groups=5,3
030016,-0.564317415,-0.93959271,0.36512179,-0.532414859,-0.444031422,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.420948473,6,7,8,8,9,5,2,1,3) # of groups=5,2
030022,0.621960744,0.106250799,-0.542975564,-1.821826347,0.028879143,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.356584384,2,7,5,8,8,4,1,1,2) # of groups=4,2
030023,-0.373678305,0.196829433,0.146916424,-0.021510825,0.285521756,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.022945091,7,7,9,8,10,5,2,1,3) # of groups=5,4
030024,0.160299527,0.566611595,0.178487792,-0.445896447,-0.514122857,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0393958,7,7,10,8,13,5,2,1,3) # of groups=5,4
030030,0.044466924,-0.233346035,0.497651206,-1.659903972,-0.020664087,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.299728704,6,7,8,8,7,5,2,1,3) # of groups=5,3
030036,-0.272920921,0.137534893,-0.321132255,-0.380881493,0.045554439,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.178761418,7,8,11,8,10,5,2,1,3) # of groups=5,3
030037,-0.275233402,-0.377464325,-0.284752039,-2.107571029,0.269279895,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.637590988,4,5,7,8,8,5,2,1,3) # of groups=5,2
030038,-0.787281167,-0.346270373,0.249467742,-0.747765138,0.121339895,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.344445979,6,7,8,8,9,5,2,1,3) # of groups=5,3
030043,-0.202487262,-0.085037713,-0.014755834,-0.812764805,0.171943219,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.224676849,6,4,8,8,11,5,2,1,3) # of groups=5,3
030055,-0.731648487,-1.178268569,0.645603426,-0.982125367,-0.563996847,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.561896201,7,7,11,8,13,5,2,1,3) # of groups=5,2
030061,0.648955312,-0.293035763,0.635683512,-1.224821919,0.264949652,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.019514191,7,7,11,8,10,5,2,1,3) # of groups=5,4
030062,0.727692305,0.95426277,0.634428955,-0.160241543,-0.325476222,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4352942,6,6,10,8,12,5,2,1,3) # of groups=5,5
030064,-0.62829973,-0.326953455,0.402752853,-1.059057882,-0.276389957,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.387709602,7,8,11,8,10,5,2,1,3) # of groups=5,3
